20140901,267827123.2502013,336782863.9526573
20140902,269837235.3879404,310520629.32075167
20140903,259171795.4233008,312833374.2594592
20140904,240189041.81176522,294095354.4887231
20140905,201924254.12079495,283531673.52134
20140906,149348447.90369654,229349917.23900783
20140907,155913729.2012147,248351340.48571855
20140908,262903540.8501688,337951268.6974242
20140909,264913652.98788795,311689034.06551117
20140910,254248213.02329066,314001779.0042175
20140911,235265459.4117686,295263759.23353916
20140912,197000671.72072354,284700078.2660992
20140913,144424865.50366402,230518321.9838435
20140914,150990146.80118024,249519745.230472
20140915,257979958.4499957,339119673.4421033
20140916,259990070.58779934,312857438.8102069
20140917,249324630.6231164,315170183.74889153
20140918,230341877.01161724,296432163.9782052
20140919,192077089.320575,285868483.0107577
20140920,139501283.1035763,231686726.72851285
20140921,146066564.40102354,250688149.97517252
20140922,253056376.04982248,340288078.1867825
20140923,255066488.18767583,314025843.5549157
20140924,244401048.22306684,316338588.4936343
20140925,225418294.61154315,297600568.7229463
20140926,187153506.92055747,287036887.7555276
20140927,134577700.70348233,232855131.473242
20140928,141142982.00095528,251856554.71983466
20140929,248132793.64979064,341456482.93149143
20140930,250142905.78762218,315194248.29959834
