20140901,314467391.48926115,340907667.4047434
20140902,328286525.7046796,339624049.1959093
20140903,301983522.9606776,334135593.41274405
20140904,252423521.7607085,336088087.91453713
20140905,213868300.01068753,272234413.73182833
20140906,212196661.8931048,217546171.21370915
20140907,246288633.84825322,270131376.9597541
20140908,289651926.06588644,337589190.2651803
20140909,310325381.2295739,338367683.61355704
20140910,294020149.4507769,337325291.92812467
20140911,253698528.84051597,334701376.89332825
20140912,219189717.23925468,269566256.2755445
20140913,215059518.94467732,220954713.43519008
20140914,243104417.16159588,272374226.9400395
20140915,281900276.4857201,333974753.1371677
20140916,303091688.1500929,337549710.7694161
20140917,292065679.57889855,340067519.98972166
20140918,257958504.05974478,333124513.35150707
20140919,226187937.010485,267422528.08066705
20140920,219541100.6197302,224292395.00794512
20140921,241863578.02172905,274126186.7015438
20140922,275997668.7525598,330648637.541402
20140923,296921899.7891781,337077402.48810726
20140924,290062211.1889368,342383967.51615244
20140925,261395990.46194717,331424969.6135092
20140926,232379874.22222438,265751010.0180904
20140927,223920777.1808732,227518319.15905496
20140928,241341719.97970298,275457106.4436592
20140929,271131110.9154997,327618023.2176769
20140930,291375959.7418068,336879682.9376159
