20140901,393253760.0,379590200.0
20140902,374620320.0,290761300.0
20140903,313292800.0,272639700.0
20140904,277556800.0,308283100.0
20140905,255219360.0,267468820.0
20140906,192949200.0,197810750.0
20140907,203903170.0,184768690.0
20140908,289700740.0,357580700.0
20140909,282420600.0,306175700.0
20140910,267689630.0,325123100.0
20140911,288398600.0,322612000.0
20140912,243173730.0,307925380.0
20140913,157286030.0,251623220.0
20140914,221384600.0,230295740.0
20140915,359907740.0,374849200.0
20140916,368209700.0,309408770.0
20140917,300631420.0,295086900.0
20140918,271490620.0,292322900.0
20140919,262144900.0,272433760.0
20140920,214819600.0,187083710.0
20140921,244110430.0,182642880.0
20140922,364312160.0,332763070.0
20140923,356406340.0,283081020.0
20140924,314123300.0,304774270.0
20140925,317223940.0,318017470.0
20140926,277285900.0,313728320.0
20140927,188518340.0,231818610.0
20140928,237251360.0,213259680.0
20140929,380782400.0,381308350.0
20140930,366109660.0,365072350.0
