20140901,340698400.0,326268640.0
20140902,352244770.0,301290270.0
20140903,317008450.0,290490660.0
20140904,277063650.0,312845100.0
20140905,228653860.0,252496830.0
20140906,203001920.0,197064340.0
20140907,213469420.0,192282820.0
20140908,267932050.0,306991550.0
20140909,291715500.0,304477470.0
20140910,286902200.0,316061340.0
20140911,266907580.0,344707200.0
20140912,233721100.0,291800400.0
20140913,187487300.0,212848590.0
20140914,221237250.0,210533760.0
20140915,301489920.0,330197820.0
20140916,341016420.0,312846400.0
20140917,307536860.0,306130700.0
20140918,275877280.0,291922530.0
20140919,239764560.0,251691550.0
20140920,221657400.0,183167330.0
20140921,255067870.0,174250270.0
20140922,316971040.0,303785760.0
20140923,328014560.0,289698620.0
20140924,308005380.0,296932740.0
20140925,279855550.0,313240160.0
20140926,242568020.0,281450720.0
20140927,202936100.0,200392740.0
20140928,238520540.0,183695340.0
20140929,306819700.0,328981950.0
20140930,335246720.0,312791700.0
